Mouse.Entrez,MGI.ID,Description
94232,2150152,ubiquilin 4 [Source:MGI Symbol;Acc:MGI:2150152]
114874,2150302,DDHD domain containing 1 [Source:MGI Symbol;Acc:MGI:2150302]
114875,2150308,phospholipase C zeta 1 [Source:MGI Symbol;Acc:MGI:2150308]
114873,2150309,Down syndrome cell adhesion molecule like 1 [Source:MGI Symbol;Acc:MGI:2150309]
94224,2150380,steroid 5 alpha-reductase 2 [Source:MGI Symbol;Acc:MGI:2150380]
114893,2150386,DCN1 defective in cullin neddylation 1 domain containing 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2150386]
170483,2150393,glutamate receptor ionotropic NMDA3B [Source:MGI Symbol;Acc:MGI:2150393]
94226,2150641,sphingosine-1-phosphate receptor 5 [Source:MGI Symbol;Acc:MGI:2150641]
140481,2150656,mannosidase 2 alpha 2 [Source:MGI Symbol;Acc:MGI:2150656]
116701,2150920,fibroblast growth factor receptor-like 1 [Source:MGI Symbol;Acc:MGI:2150920]
116731,2150982,protocadherin alpha 1 [Source:MGI Symbol;Acc:MGI:2150982]
111173,2151013,ELKS/RAB6-interacting/CAST family member 1 [Source:MGI Symbol;Acc:MGI:2151013]
13409,2151016,transmembrane channel-like gene family 1 [Source:MGI Symbol;Acc:MGI:2151016]
192140,2151017,transmembrane channel-like gene family 2 [Source:MGI Symbol;Acc:MGI:2151017]
116746,2151044,defensin beta 6 [Source:MGI Symbol;Acc:MGI:2151044]
116748,2151045,U7 snRNP-specific Sm-like protein LSM10 [Source:MGI Symbol;Acc:MGI:2151045]
116872,2151053,serine (or cysteine) peptidase inhibitor clade B member 7 [Source:MGI Symbol;Acc:MGI:2151053]
94219,2151054,cyclin M2 [Source:MGI Symbol;Acc:MGI:2151054]
94218,2151055,cyclin M3 [Source:MGI Symbol;Acc:MGI:2151055]
116810,2151057,forkhead box N4 [Source:MGI Symbol;Acc:MGI:2151057]
94220,2151060,cyclin M4 [Source:MGI Symbol;Acc:MGI:2151060]
94186,2151064,striatin calmodulin binding protein 3 [Source:MGI Symbol;Acc:MGI:2151064]
94190,2151070,oligophrenin 1 [Source:MGI Symbol;Acc:MGI:2151070]
94192,2151071,core 1 synthase glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2151071]
94185,2151075,tumor necrosis factor receptor superfamily member 21 [Source:MGI Symbol;Acc:MGI:2151075]
116852,2151104,aldo-keto reductase family 1 member C20 [Source:MGI Symbol;Acc:MGI:2151104]
116847,2151110,proline arginine-rich end leucine-rich repeat [Source:MGI Symbol;Acc:MGI:2151110]
269120,2151113,opticin [Source:MGI Symbol;Acc:MGI:2151113]
94223,2151114,DiGeorge syndrome critical region gene 8 [Source:MGI Symbol;Acc:MGI:2151114]
94191,2151118,adenosine deaminase RNA-specific B2 [Source:MGI Symbol;Acc:MGI:2151118]
94217,2151136,low density lipoprotein-related protein 1B (deleted in tumors) [Source:MGI Symbol;Acc:MGI:2151136]
116849,2151139,interleukin 10-related T cell-derived inducible factor beta [Source:MGI Symbol;Acc:MGI:2151139]
116848,2151152,bromodomain adjacent to zinc finger domain 2A [Source:MGI Symbol;Acc:MGI:2151152]
117606,2151153,biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein [Source:MGI Symbol;Acc:MGI:2151153]
116873,2151156,stromal interaction molecule 2 [Source:MGI Symbol;Acc:MGI:2151156]
116871,2151172,metastasis associated 3 [Source:MGI Symbol;Acc:MGI:2151172]
74777,2151208,selenoprotein N 1 [Source:MGI Symbol;Acc:MGI:2151208]
117109,2151221,processing of precursor 5 ribonuclease P/MRP family (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2151221]
116904,2151224,alpha-kinase 3 [Source:MGI Symbol;Acc:MGI:2151224]
116905,2151233,DPH1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2151233]
12310,2151253,calcitonin/calcitonin-related polypeptide alpha [Source:MGI Symbol;Acc:MGI:2151253]
116903,2151254,calcitonin-related polypeptide beta [Source:MGI Symbol;Acc:MGI:2151254]
116891,2151483,Der1-like domain family member 2 [Source:MGI Symbol;Acc:MGI:2151483]
116913,2151721,trophoblast specific protein beta [Source:MGI Symbol;Acc:MGI:2151721]
116939,2151796,patatin-like phospholipase domain containing 3 [Source:MGI Symbol;Acc:MGI:2151796]
116940,2151797,trimethylguanosine synthase homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2151797]
381269,2151839,melanoregulin [Source:MGI Symbol;Acc:MGI:2151839]
116972,2151840,family with sequence similarity 57 member A [Source:MGI Symbol;Acc:MGI:2151840]
228852,2151841,protein phosphatase 1 regulatory (inhibitor) subunit 16B [Source:MGI Symbol;Acc:MGI:2151841]
64242,2151886,neuroglobin [Source:MGI Symbol;Acc:MGI:2151886]
117004,2151908,olfactory receptor 73 [Source:MGI Symbol;Acc:MGI:2151908]
117005,2151909,olfactory receptor 74 [Source:MGI Symbol;Acc:MGI:2151909]
117066,2151929,cathepsin 3 [Source:MGI Symbol;Acc:MGI:2151929]
224405,2152187,cysteine and tyrosine-rich protein 1 [Source:MGI Symbol;Acc:MGI:2152187]
117147,2152200,acyl-CoA synthetase medium-chain family member 1 [Source:MGI Symbol;Acc:MGI:2152200]
117148,2152211,N-terminal EF-hand calcium binding protein 2 [Source:MGI Symbol;Acc:MGI:2152211]
117149,2152213,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein [Source:MGI Symbol;Acc:MGI:2152213]
117150,2152214,phosphatidylinositol-5-phosphate 4-kinase type II gamma [Source:MGI Symbol;Acc:MGI:2152214]
114640,2152297,parathyroid hormone 2 [Source:MGI Symbol;Acc:MGI:2152297]
117171,2152337,RIKEN cDNA 1110038F14 gene [Source:MGI Symbol;Acc:MGI:2152337]
117172,2152338,RIKEN cDNA 2310034C09 gene [Source:MGI Symbol;Acc:MGI:2152338]
384806,2152342,a disintegrin and metallopeptidase domain 20 [Source:MGI Symbol;Acc:MGI:2152342]
72504,2152345,TAF4B RNA polymerase II TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:2152345]
228980,2152346,TAF4A RNA polymerase II TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:2152346]
117198,2152389,influenza virus NS1A binding protein [Source:MGI Symbol;Acc:MGI:2152389]
330627,2152406,tripartite motif-containing 66 [Source:MGI Symbol;Acc:MGI:2152406]
233726,2152414,importin 7 [Source:MGI Symbol;Acc:MGI:2152414]
117229,2152419,serine/threonine kinase 33 [Source:MGI Symbol;Acc:MGI:2152419]
114570,2152434,cysteine-rich protein 3 [Source:MGI Symbol;Acc:MGI:2152434]
235441,2152450,ubiquitin specific peptidase 3 [Source:MGI Symbol;Acc:MGI:2152450]
606496,2152453,glycogen synthase kinase 3 alpha [Source:MGI Symbol;Acc:MGI:2152453]
72297,2152535,UDP-GlcNAc:betaGal beta-13-N-acetylglucosaminyltransferase 3 [Source:MGI Symbol;Acc:MGI:2152535]
171508,2152539,cysteine-rich with EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:2152539]
94216,2152695,collagen type IV alpha 6 [Source:MGI Symbol;Acc:MGI:2152695]
71263,2152817,maestro [Source:MGI Symbol;Acc:MGI:2152817]
117592,2152819,UDP-Gal:betaGal beta 13-galactosyltransferase polypeptide 6 [Source:MGI Symbol;Acc:MGI:2152819]
117589,2152835,ankyrin repeat and SOCS box-containing 7 [Source:MGI Symbol;Acc:MGI:2152835]
117590,2152836,ankyrin repeat and SOCS box-containing 10 [Source:MGI Symbol;Acc:MGI:2152836]
117591,2152844,solute carrier family 2 (facilitated glucose transporter) member 9 [Source:MGI Symbol;Acc:MGI:2152844]
117586,2152878,alpha-1-B glycoprotein [Source:MGI Symbol;Acc:MGI:2152878]
242960,2152883,F-box and leucine-rich repeat protein 5 [Source:MGI Symbol;Acc:MGI:2152883]
227325,2152889,delta/notch-like EGF-related receptor [Source:MGI Symbol;Acc:MGI:2152889]
117599,2152895,helicase (DNA) B [Source:MGI Symbol;Acc:MGI:2152895]
140792,2152907,collectin sub-family member 12 [Source:MGI Symbol;Acc:MGI:2152907]
117600,2152936,SLIT-ROBO Rho GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:2152936]
259302,2152938,SLIT-ROBO Rho GTPase activating protein 3 [Source:MGI Symbol;Acc:MGI:2152938]
116838,2152972,regulating synaptic membrane exocytosis 2 [Source:MGI Symbol;Acc:MGI:2152972]
22293,2153040,solute carrier family 45 member 2 [Source:MGI Symbol;Acc:MGI:2153040]
118446,2153041,gap junction protein gamma 3 [Source:MGI Symbol;Acc:MGI:2153041]
140580,2153044,engulfment and cell motility 1 [Source:MGI Symbol;Acc:MGI:2153044]
140579,2153045,engulfment and cell motility 2 [Source:MGI Symbol;Acc:MGI:2153045]
118445,2153049,Kruppel-like factor 16 [Source:MGI Symbol;Acc:MGI:2153049]
118454,2153060,gap junction protein gamma 2 [Source:MGI Symbol;Acc:MGI:2153060]
118453,2153062,matrix metallopeptidase 28 (epilysin) [Source:MGI Symbol;Acc:MGI:2153062]
170736,2153063,parvin beta [Source:MGI Symbol;Acc:MGI:2153063]
118449,2153070,synaptopodin 2 [Source:MGI Symbol;Acc:MGI:2153070]
68729,2153072,tripartite motif-containing 37 [Source:MGI Symbol;Acc:MGI:2153072]
228911,2153084,teashirt zinc finger family member 2 [Source:MGI Symbol;Acc:MGI:2153084]
118451,2153089,mitochondrial ribosomal protein S2 [Source:MGI Symbol;Acc:MGI:2153089]
121021,2153093,chondroitin sulfate proteoglycan 4 [Source:MGI Symbol;Acc:MGI:2153093]
121022,2153111,mitochondrial ribosomal protein S6 [Source:MGI Symbol;Acc:MGI:2153111]
140483,2153181,histamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:2153181]
140492,2153182,potassium intermediate/small conductance calcium-activated channel subfamily N member 2 [Source:MGI Symbol;Acc:MGI:2153182]
140493,2153183,potassium intermediate/small conductance calcium-activated channel subfamily N member 3 [Source:MGI Symbol;Acc:MGI:2153183]
258677,2153205,olfactory receptor 76 [Source:MGI Symbol;Acc:MGI:2153205]
258336,2153206,olfactory receptor 77 [Source:MGI Symbol;Acc:MGI:2153206]
140484,2153207,protein O-fucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2153207]
140497,2153249,cDNA sequence AF251705 [Source:MGI Symbol;Acc:MGI:2153249]
100683,2153272,transformation/transcription domain-associated protein [Source:MGI Symbol;Acc:MGI:2153272]
80751,2153340,ring finger protein 34 [Source:MGI Symbol;Acc:MGI:2153340]
140498,2153463,relaxin/insulin-like family peptide receptor 2 [Source:MGI Symbol;Acc:MGI:2153463]
140475,2153465,Bartter syndrome infantile with sensorineural deafness (Barttin) [Source:MGI Symbol;Acc:MGI:2153465]
226896,2153466,transcription factor AP-2 delta [Source:MGI Symbol;Acc:MGI:2153466]
117158,2153470,secretoglobin family 3A member 2 [Source:MGI Symbol;Acc:MGI:2153470]
140494,2153480,ATPase H+ transporting lysosomal V0 subunit A4 [Source:MGI Symbol;Acc:MGI:2153480]
213119,2153482,integrin alpha 10 [Source:MGI Symbol;Acc:MGI:2153482]
140477,2153518,diencephalon/mesencephalon homeobox 1 [Source:MGI Symbol;Acc:MGI:2153518]
140474,2153525,mucin 4 [Source:MGI Symbol;Acc:MGI:2153525]
66438,2153530,hepcidin antimicrobial peptide 2 [Source:MGI Symbol;Acc:MGI:2153530]
170574,2153568,Sp7 transcription factor 7 [Source:MGI Symbol;Acc:MGI:2153568]
140491,2153588,protein phosphatase 1 regulatory (inhibitor) subunit 3A [Source:MGI Symbol;Acc:MGI:2153588]
140500,2153589,ArfGAP with coiled-coil ankyrin repeat and PH domains 3 [Source:MGI Symbol;Acc:MGI:2153589]
140499,2153608,ubiquitin-conjugating enzyme E2J 2 [Source:MGI Symbol;Acc:MGI:2153608]
140489,2153710,basic helix-loop-helix family member e23 [Source:MGI Symbol;Acc:MGI:2153710]
140482,2153740,zinc finger protein 358 [Source:MGI Symbol;Acc:MGI:2153740]
140476,2153816,stereocilin [Source:MGI Symbol;Acc:MGI:2153816]
12807,2153839,Hermansky-Pudlak syndrome 3 homolog (human) [Source:MGI Symbol;Acc:MGI:2153839]
140546,2153887,exoribonuclease 3 [Source:MGI Symbol;Acc:MGI:2153887]
140557,2154049,structural maintenance of chromosomes 1B [Source:MGI Symbol;Acc:MGI:2154049]
140559,2154090,immunoglobulin superfamily member 8 [Source:MGI Symbol;Acc:MGI:2154090]
235611,2154238,plexin B1 [Source:MGI Symbol;Acc:MGI:2154238]
140570,2154239,plexin B2 [Source:MGI Symbol;Acc:MGI:2154239]
140571,2154240,plexin B3 [Source:MGI Symbol;Acc:MGI:2154240]
67784,2154244,plexin D1 [Source:MGI Symbol;Acc:MGI:2154244]
243842,2154263,glioma tumor suppressor candidate region gene 1 [Source:MGI Symbol;Acc:MGI:2154263]
259300,2154274,EH-domain containing 2 [Source:MGI Symbol;Acc:MGI:2154274]
140577,2154278,ankyrin repeat domain 6 [Source:MGI Symbol;Acc:MGI:2154278]
225028,2154405,mitogen-activated protein kinase kinase kinase kinase 3 [Source:MGI Symbol;Acc:MGI:2154405]
228942,2154433,cerebellin 4 precursor protein [Source:MGI Symbol;Acc:MGI:2154433]
68077,2154441,glioma tumor suppressor candidate region gene 2 [Source:MGI Symbol;Acc:MGI:2154441]
140630,2154580,ubiquitination factor E4A [Source:MGI Symbol;Acc:MGI:2154580]
140629,2154658,U box domain containing 5 [Source:MGI Symbol;Acc:MGI:2154658]
56532,2154952,receptor-interacting serine-threonine kinase 3 [Source:MGI Symbol;Acc:MGI:2154952]
140703,2155091,EMI domain containing 1 [Source:MGI Symbol;Acc:MGI:2155091]
140741,2155249,G protein-coupled receptor 6 [Source:MGI Symbol;Acc:MGI:2155249]
140743,2155260,rad and gem related GTP binding protein 2 [Source:MGI Symbol;Acc:MGI:2155260]
140742,2155278,sestrin 1 [Source:MGI Symbol;Acc:MGI:2155278]
140740,2155302,SEC63-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2155302]
140709,2155345,collagen type XXVI alpha 1 [Source:MGI Symbol;Acc:MGI:2155345]
77782,2155399,polymerase (DNA directed) theta [Source:MGI Symbol;Acc:MGI:2155399]
140765,2155445,transmembrane protease serine 3 [Source:MGI Symbol;Acc:MGI:2155445]
140780,2155456,BMP2 inducible kinase [Source:MGI Symbol;Acc:MGI:2155456]
140781,2155600,myosin heavy polypeptide 7 cardiac muscle beta [Source:MGI Symbol;Acc:MGI:2155600]
244962,2155664,sorting nexin 14 [Source:MGI Symbol;Acc:MGI:2155664]
230718,2155700,5-nucleotidase cytosolic IA [Source:MGI Symbol;Acc:MGI:2155700]
140795,2155705,purinergic receptor P2Y G-protein coupled 14 [Source:MGI Symbol;Acc:MGI:2155705]
140810,2155779,tau tubulin kinase 2 [Source:MGI Symbol;Acc:MGI:2155779]
241035,2155808,polycystic kidney and hepatic disease 1 [Source:MGI Symbol;Acc:MGI:2155808]
382985,2155865,ribonucleotide reductase M2 B (TP53 inducible) [Source:MGI Symbol;Acc:MGI:2155865]
140858,2155884,WD repeat domain 5 [Source:MGI Symbol;Acc:MGI:2155884]
140806,2155888,interleukin 25 [Source:MGI Symbol;Acc:MGI:2155888]
269224,2155936,PAS domain containing serine/threonine kinase [Source:MGI Symbol;Acc:MGI:2155936]
140887,2155959,ligand of numb-protein X 2 [Source:MGI Symbol;Acc:MGI:2155959]
140904,2155987,calneuron 1 [Source:MGI Symbol;Acc:MGI:2155987]
76793,2156003,Smad nuclear interacting protein 1 [Source:MGI Symbol;Acc:MGI:2156003]
28106,2156020,myeloid derived growth factor [Source:MGI Symbol;Acc:MGI:2156020]
140919,2156052,solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter) member 6 [Source:MGI Symbol;Acc:MGI:2156052]
140917,2156057,DNA cross-link repair 1B PSO2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2156057]
140918,2156159,solute carrier family 7 (cationic amino acid transporter y+ system) member 12 [Source:MGI Symbol;Acc:MGI:2156159]
380728,2156184,potassium voltage-gated channel subfamily H (eag-related) member 4 [Source:MGI Symbol;Acc:MGI:2156184]
142980,2156367,toll-like receptor 3 [Source:MGI Symbol;Acc:MGI:2156367]
347710,2156377,preferentially expressed antigen in melanoma like 4 [Source:MGI Symbol;Acc:MGI:2156377]
386454,2156378,ring finger protein 39 [Source:MGI Symbol;Acc:MGI:2156378]
384077,2156389,preferentially expressed antigen in melanoma like 5 [Source:MGI Symbol;Acc:MGI:2156389]
347711,2156390,preferentially expressed antigen in melanoma like 6 [Source:MGI Symbol;Acc:MGI:2156390]
347712,2156391,preferentially expressed antigen in melanoma like 7 [Source:MGI Symbol;Acc:MGI:2156391]
170439,2156528,ELOVL family member 6 elongation of long chain fatty acids (yeast) [Source:MGI Symbol;Acc:MGI:2156528]
171395,2156538,polycystic kidney disease 1 like 1 [Source:MGI Symbol;Acc:MGI:2156538]
217674,2156540,glycoprotein hormone beta 5 [Source:MGI Symbol;Acc:MGI:2156540]
170458,2156541,glycoprotein hormone alpha 2 [Source:MGI Symbol;Acc:MGI:2156541]
170441,2156687,solute carrier family 2 (facilitated glucose transporter) member 10 [Source:MGI Symbol;Acc:MGI:2156687]
170459,2156764,StAR-related lipid transfer (START) domain containing 4 [Source:MGI Symbol;Acc:MGI:2156764]
170460,2156765,StAR-related lipid transfer (START) domain containing 5 [Source:MGI Symbol;Acc:MGI:2156765]
170461,2156774,StAR-related lipid transfer (START) domain containing 6 [Source:MGI Symbol;Acc:MGI:2156774]
170472,2156841,RecQ protein-like 5 [Source:MGI Symbol;Acc:MGI:2156841]
68479,2156864,PHD finger protein 5A [Source:MGI Symbol;Acc:MGI:2156864]
320139,2156893,protein tyrosine phosphatase non-receptor type 7 [Source:MGI Symbol;Acc:MGI:2156893]
170484,2157018,nephrosis 2 podocin [Source:MGI Symbol;Acc:MGI:2157018]
140721,2157062,CASK-interacting protein 2 [Source:MGI Symbol;Acc:MGI:2157062]
117160,2157091,tweety homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2157091]
55934,2157166,retinitis pigmentosa 9 (human) [Source:MGI Symbol;Acc:MGI:2157166]
170638,2157521,hippocalcin-like 4 [Source:MGI Symbol;Acc:MGI:2157521]
347708,2157522,developmental pluripotency associated 1 [Source:MGI Symbol;Acc:MGI:2157522]
73703,2157523,developmental pluripotency associated 2 [Source:MGI Symbol;Acc:MGI:2157523]
73693,2157525,developmental pluripotency associated 4 [Source:MGI Symbol;Acc:MGI:2157525]
170639,2157548,olfactory receptor 78 [Source:MGI Symbol;Acc:MGI:2157548]
170651,2157572,keratin associated protein 19-2 [Source:MGI Symbol;Acc:MGI:2157572]
170657,2157755,keratin associated protein 19-1 [Source:MGI Symbol;Acc:MGI:2157755]
170654,2157757,keratin associated protein 19-4 [Source:MGI Symbol;Acc:MGI:2157757]
170656,2157767,keratin associated protein 21-1 [Source:MGI Symbol;Acc:MGI:2157767]
170677,2157782,cadherin-related family member 1 [Source:MGI Symbol;Acc:MGI:2157782]
170676,2157785,paternally expressed 10 [Source:MGI Symbol;Acc:MGI:2157785]
170706,2157899,transmembrane protein 37 [Source:MGI Symbol;Acc:MGI:2157899]
170790,2157910,megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human) [Source:MGI Symbol;Acc:MGI:2157910]
170786,2157942,CD209a antigen [Source:MGI Symbol;Acc:MGI:2157942]
170776,2157945,CD209c antigen [Source:MGI Symbol;Acc:MGI:2157945]
140723,2157946,calcium channel voltage-dependent gamma subunit 5 [Source:MGI Symbol;Acc:MGI:2157946]
170779,2157947,CD209d antigen [Source:MGI Symbol;Acc:MGI:2157947]
170780,2157948,CD209e antigen [Source:MGI Symbol;Acc:MGI:2157948]
170791,2157953,RNA binding motif protein 39 [Source:MGI Symbol;Acc:MGI:2157953]
234729,2157980,Vac14 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2157980]
212108,2158015,relaxin 3 [Source:MGI Symbol;Acc:MGI:2158015]
170789,2158201,acyl-CoA thioesterase 8 [Source:MGI Symbol;Acc:MGI:2158201]
64099,2158329,parvin gamma [Source:MGI Symbol;Acc:MGI:2158329]
170787,2158340,histone deacetylase 10 [Source:MGI Symbol;Acc:MGI:2158340]
216154,2158394,mediator complex subunit 16 [Source:MGI Symbol;Acc:MGI:2158394]
216156,2158400,WD repeat domain 18 [Source:MGI Symbol;Acc:MGI:2158400]
170799,2158417,rhotekin 2 [Source:MGI Symbol;Acc:MGI:2158417]
234988,2158460,methyl-CpG binding domain protein 3-like 2 [Source:MGI Symbol;Acc:MGI:2158460]
170813,2158468,membrane-spanning 4-domains subfamily A member 3 [Source:MGI Symbol;Acc:MGI:2158468]
170707,2158502,ubiquitin specific peptidase 48 [Source:MGI Symbol;Acc:MGI:2158502]
170711,2158505,OTU domain containing 7A [Source:MGI Symbol;Acc:MGI:2158505]
28135,2158560,centrosomal protein 63 [Source:MGI Symbol;Acc:MGI:2158560]
170716,2158641,cytochrome P450 family 4 subfamily f polypeptide 13 [Source:MGI Symbol;Acc:MGI:2158641]
170718,2158650,isocitrate dehydrogenase 3 (NAD+) beta [Source:MGI Symbol;Acc:MGI:2158650]
170835,2158663,inositol polyphosphate 5-phosphatase J [Source:MGI Symbol;Acc:MGI:2158663]
80886,2158736,SUMO/sentrin specific peptidase 3 [Source:MGI Symbol;Acc:MGI:2158736]
170930,2158813,SMT3 suppressor of mif two 3 homolog 2 (yeast) [Source:MGI Symbol;Acc:MGI:2158813]
234515,2158925,inositol polyphosphate-4-phosphatase type II [Source:MGI Symbol;Acc:MGI:2158925]
99929,2159210,TCDD-inducible poly(ADP-ribose) polymerase [Source:MGI Symbol;Acc:MGI:2159210]
76524,2159324,ceroid-lipofuscinosis neuronal 6 [Source:MGI Symbol;Acc:MGI:2159324]
171095,2159336,interleukin 17 receptor C [Source:MGI Symbol;Acc:MGI:2159336]
171209,2159339,acid-sensing (proton-gated) ion channel 3 [Source:MGI Symbol;Acc:MGI:2159339]
171171,2159341,netrin G2 [Source:MGI Symbol;Acc:MGI:2159341]
224938,2159342,praja 2 RING-H2 motif containing [Source:MGI Symbol;Acc:MGI:2159342]
170722,2159343,nuclear RNA export factor 7 [Source:MGI Symbol;Acc:MGI:2159343]
229658,2159344,vang-like 1 (van gogh Drosophila) [Source:MGI Symbol;Acc:MGI:2159344]
20776,2159400,transmembrane inner ear [Source:MGI Symbol;Acc:MGI:2159400]
194309,2159402,vacuolar protein sorting 37D (yeast) [Source:MGI Symbol;Acc:MGI:2159402]
142682,2159407,zinc finger CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407]
142681,2159410,solute carrier family 34 (sodium phosphate) member 3 [Source:MGI Symbol;Acc:MGI:2159410]
67269,2159437,ATP/GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:2159437]
171183,2159442,vomeronasal 1 receptor 37 [Source:MGI Symbol;Acc:MGI:2159442]
171184,2159443,vomeronasal 1 receptor 36 [Source:MGI Symbol;Acc:MGI:2159443]
171185,2159444,vomeronasal 1 receptor 35 [Source:MGI Symbol;Acc:MGI:2159444]
171186,2159445,vomeronasal 1 receptor 38 [Source:MGI Symbol;Acc:MGI:2159445]
171187,2159450,vomeronasal 1 receptor 33 [Source:MGI Symbol;Acc:MGI:2159450]
171188,2159451,vomeronasal 1 receptor 32 [Source:MGI Symbol;Acc:MGI:2159451]
171189,2159452,vomeronasal 1 receptor 17 [Source:MGI Symbol;Acc:MGI:2159452]
171190,2159453,vomeronasal 1 receptor 26 [Source:MGI Symbol;Acc:MGI:2159453]
171191,2159454,vomeronasal 1 receptor 24 [Source:MGI Symbol;Acc:MGI:2159454]
171192,2159455,vomeronasal 1 receptor 5 [Source:MGI Symbol;Acc:MGI:2159455]
171193,2159456,vomeronasal 1 receptor 6 [Source:MGI Symbol;Acc:MGI:2159456]
171194,2159457,vomeronasal 1 receptor 4 [Source:MGI Symbol;Acc:MGI:2159457]
171195,2159458,vomeronasal 1 receptor 30 [Source:MGI Symbol;Acc:MGI:2159458]
171196,2159459,vomeronasal 1 receptor 22 [Source:MGI Symbol;Acc:MGI:2159459]
171197,2159460,vomeronasal 1 receptor 23 [Source:MGI Symbol;Acc:MGI:2159460]
171198,2159461,vomeronasal 1 receptor 28 [Source:MGI Symbol;Acc:MGI:2159461]
171199,2159462,vomeronasal 1 receptor 18 [Source:MGI Symbol;Acc:MGI:2159462]
171200,2159463,vomeronasal 1 receptor 19 [Source:MGI Symbol;Acc:MGI:2159463]
171201,2159464,vomeronasal 1 receptor 21 [Source:MGI Symbol;Acc:MGI:2159464]
171202,2159465,vomeronasal 1 receptor 16 [Source:MGI Symbol;Acc:MGI:2159465]
171203,2159466,vomeronasal 1 receptor 9 [Source:MGI Symbol;Acc:MGI:2159466]
434016,2159467,vomeronasal 1 receptor 7 [Source:MGI Symbol;Acc:MGI:2159467]
171205,2159469,vomeronasal 1 receptor 8 [Source:MGI Symbol;Acc:MGI:2159469]
171206,2159470,vomeronasal 1 receptor 27 [Source:MGI Symbol;Acc:MGI:2159470]
170738,2159566,potassium voltage-gated channel subfamily H (eag-related) member 7 [Source:MGI Symbol;Acc:MGI:2159566]
171207,2159577,Rho GTPase activating protein 4 [Source:MGI Symbol;Acc:MGI:2159577]
171180,2159601,synaptotagmin XII [Source:MGI Symbol;Acc:MGI:2159601]
171210,2159605,acyl-CoA thioesterase 2 [Source:MGI Symbol;Acc:MGI:2159605]
338320,2159614,melanoma inhibitory activity 2 [Source:MGI Symbol;Acc:MGI:2159614]
171224,2159615,vomeronasal 1 receptor 229 [Source:MGI Symbol;Acc:MGI:2159615]
171225,2159616,vomeronasal 1 receptor 226 [Source:MGI Symbol;Acc:MGI:2159616]
170735,2159617,arrestin 3 retinal [Source:MGI Symbol;Acc:MGI:2159617]
171281,2159619,acyl-CoA thioesterase 3 [Source:MGI Symbol;Acc:MGI:2159619]
171282,2159621,acyl-CoA thioesterase 4 [Source:MGI Symbol;Acc:MGI:2159621]
171226,2159624,vomeronasal 1 receptor 228 [Source:MGI Symbol;Acc:MGI:2159624]
171227,2159625,vomeronasal 1 receptor 232 [Source:MGI Symbol;Acc:MGI:2159625]
171228,2159626,vomeronasal 1 receptor 225 [Source:MGI Symbol;Acc:MGI:2159626]
171230,2159628,vomeronasal 1 receptor 231 [Source:MGI Symbol;Acc:MGI:2159628]
171231,2159629,vomeronasal 1 receptor 230 [Source:MGI Symbol;Acc:MGI:2159629]
171263,2159632,vomeronasal 1 receptor 67 [Source:MGI Symbol;Acc:MGI:2159632]
171264,2159633,vomeronasal 1 receptor 66 [Source:MGI Symbol;Acc:MGI:2159633]
171265,2159634,vomeronasal 1 receptor 185 [Source:MGI Symbol;Acc:MGI:2159634]
171232,2159635,vomeronasal 1 receptor 234 [Source:MGI Symbol;Acc:MGI:2159635]
171233,2159636,vomeronasal 1 receptor 235 [Source:MGI Symbol;Acc:MGI:2159636]
171234,2159637,vomeronasal 1 receptor 237 [Source:MGI Symbol;Acc:MGI:2159637]
171235,2159638,vomeronasal 1 receptor 236 [Source:MGI Symbol;Acc:MGI:2159638]
171236,2159639,vomeronasal 1 receptor 233 [Source:MGI Symbol;Acc:MGI:2159639]
170734,2159640,zinc finger and SCAN domain containing 5B [Source:MGI Symbol;Acc:MGI:2159640]
171237,2159641,vomeronasal 1 receptor 73 [Source:MGI Symbol;Acc:MGI:2159641]
171238,2159642,vomeronasal 1 receptor 80 [Source:MGI Symbol;Acc:MGI:2159642]
171239,2159643,vomeronasal 1 receptor 76 [Source:MGI Symbol;Acc:MGI:2159643]
